5000 vertices, 7500 edges
4248: 2056 2484 3079 
4249: 442 1237 3628 
4250: 1020 3149 3853 
4251: 667 1127 2802 
4252: 1256 2359 3910 
4253: 678 2802 3455 
4254: 2109 3076 3915 
4255: 4838 4326 4611 
4256: 2464 2515 3580 
4257: 3972 4132 4921 
4258: 2175 2553 3465 
4259: 821 3379 4133 
4260: 419 1400 1824 
4261: 1396 2101 3432 
4262: 108 2055 4588 
4263: 1984 2490 3282 
4264: 1191 2034 2563 
4265: 620 4331 4899 
4266: 2525 3636 4887 
4267: 820 1650 4502 
4268: 832 1474 2843 
4269: 210 838 1286 
4270: 2322 2670 3007 
4271: 908 4198 4579 
4272: 3330 3528 3975 
4273: 454 1769 4014 
4274: 387 1872 3564 
4275: 3208 3893 4859 
4276: 87 745 1632 
4277: 593 2559 2578 
4278: 2483 3259 4033 
4279: 1285 2640 4312 
4280: 730 1351 1895 
4281: 809 3698 3967 
4282: 352 3622 3851 
4283: 1337 3808 4040 
4284: 525 1659 2616 
4285: 1294 1333 1879 
4286: 4543 4833 4925 
4287: 915 1155 4393 
4288: 2011 4485 4522 
4289: 820 1508 3475 
4290: 652 2975 3053 
4291: 940 2737 4903 
4292: 226 2018 2654 
4293: 193 2570 3025 
4294: 604 1478 1642 
4295: 365 629 1143 
4296: 394 3861 3872 
4297: 59 275 1914 
4298: 3066 3726 4623 
4299: 2079 2351 2567 
4300: 897 2108 3981 
4301: 1099 1990 2782 
4302: 248 4088 4345 
4303: 724 2389 3547 
4304: 1118 1603 2368 
4305: 1404 3995 4399 
4306: 1287 3634 4870 
4307: 994 3393 3398 
4308: 1009 2133 2531 
4309: 231 2661 3374 
4310: 1190 3159 3535 
4311: 1255 2947 4064 
4312: 538 3607 4279 
4313: 2224 2338 2390 
4314: 4909 4457 4702 
4315: 3607 4027 4177 
4316: 2234 2297 3193 
4317: 983 2149 3861 
4318: 440 1360 3116 
4319: 1768 3670 4410 
4320: 266 513 3868 
4321: 1479 2723 3964 
4322: 992 3910 4911 
4323: 1062 4910 4551 
4324: 3891 4605 4692 
4325: 948 1484 4456 
4326: 543 1328 4255 
4327: 1832 2006 3462 
4328: 697 907 1760 
4329: 201 1304 1569 
4330: 717 4925 4379 
4331: 4202 4226 4265 
4332: 33 785 4026 
4333: 2920 3719 3889 
4334: 2948 4462 4958 
4335: 1213 2382 3076 
4336: 1338 2417 3977 
4337: 1830 3483 4701 
4338: 101 896 1273 
4339: 1585 1949 4410 
4340: 803 1833 1927 
4341: 825 2168 2867 
4342: 75 844 3521 
4343: 1443 1761 1844 
4344: 2408 2969 3530 
4345: 2000 3092 4302 
4346: 443 3219 3311 
4347: 47 247 256 
4348: 2523 3749 4739 
4349: 2852 3234 3493 
4350: 1013 3229 4475 
4351: 900 3321 3800 
4352: 1295 1407 2518 
4353: 2356 3791 4063 
4354: 12 225 2212 
4355: 2393 2707 2715 
4356: 348 826 3306 
4357: 187 548 3527 
4358: 1291 2470 2497 
4359: 4874 4899 4537 
4360: 1429 1891 2748 
4361: 73 990 4944 
4362: 683 2022 2743 
4363: 2393 3456 3667 
4364: 1376 2008 3183 
4365: 31 3236 4773 
4366: 1334 3996 4546 
4367: 1364 2627 2658 
4368: 1425 4047 4735 
4369: 1493 3789 3898 
4370: 1371 1750 2821 
4371: 2556 3844 4151 
4372: 2499 4080 4560 
4373: 560 2718 3983 
4374: 92 568 1340 
4375: 2011 2629 3765 
4376: 2501 2860 3757 
4377: 254 1073 1149 
4378: 1141 1214 2154 
4379: 577 1417 4330 
4380: 2519 4870 4724 
4381: 1342 1575 3099 
4382: 2638 4498 4985 
4383: 1652 2075 3326 
4384: 2003 2778 3145 
4385: 3581 3969 4586 
4386: 1829 2216 2872 
4387: 283 309 389 
4388: 1173 3444 4235 
4389: 235 1422 1678 
4390: 546 928 1063 
4391: 231 1450 3018 
4392: 493 1488 2366 
4393: 3421 3436 4287 
4394: 3995 4909 4572 
4395: 208 1034 1980 
4396: 476 600 2347 
4397: 329 4192 4778 
4398: 301 415 2188 
4399: 2667 4305 4878 
4400: 2503 3968 3977 
4401: 1464 2226 4910 
4402: 879 1427 3994 
4403: 2061 3582 4011 
4404: 1025 2864 3267 
4405: 2104 3104 3224 
4406: 1062 1435 2559 
4407: 2408 4185 4413 
4408: 1667 2524 2919 
4409: 3271 3426 4043 
4410: 3317 4319 4339 
4411: 454 587 2721 
4412: 2078 3380 4535 
4413: 1384 3235 4407 
4414: 517 2448 2581 
4415: 3360 3538 4099 
4416: 1149 2339 2982 
4417: 2108 2188 3851 
4418: 2157 2159 2735 
4419: 1575 2114 2167 
4420: 1973 4034 4099 
4421: 449 704 2418 
4422: 212 2589 3485 
4423: 2354 3198 4939 
4424: 2259 4560 4506 
4425: 813 4072 4808 
4426: 1716 2876 4617 
4427: 1454 4158 4187 
4428: 1071 1745 3994 
4429: 1776 3966 4110 
4430: 845 1045 3506 
4431: 1250 1755 2728 
4432: 3077 3652 4720 
4433: 263 590 1713 
4434: 9 1853 3295 
4435: 262 319 918 
4436: 617 2124 3854 
4437: 678 1204 3752 
4438: 1264 4570 4652 
4439: 3678 3935 3967 
4440: 2925 3026 3972 
4441: 624 4806 4487 
4442: 599 690 1448 
4443: 553 2668 3212 
4444: 1210 3889 4791 
4445: 1115 3328 4818 
4446: 540 1479 1855 
4447: 441 4464 4707 
4448: 2633 3254 3900 
4449: 1490 4859 4649 
4450: 339 1732 1738 
4451: 73 1383 3715 
4452: 162 239 1847 
4453: 292 4899 4847 
4454: 586 1152 4865 
4455: 2902 3059 4764 
4456: 3359 4325 4865 
4457: 4314 4816 4794 
4458: 732 1074 3012 
4459: 521 1468 2467 
4460: 468 1834 2535 
4461: 1066 2672 3455 
4462: 2015 3537 4334 
4463: 1502 4944 4841 
4464: 1233 4447 4880 
4465: 524 941 1136 
4466: 113 2064 2863 
4467: 97 926 1781 
4468: 792 1445 2069 
4469: 3633 3655 3929 
4470: 3837 4072 4188 
4471: 2450 3443 4693 
4472: 499 786 1748 
4473: 536 1104 3183 
4474: 2635 2715 3037 
4475: 2557 4064 4350 
4476: 195 557 1538 
4477: 1730 2436 3462 
4478: 925 1071 2647 
4479: 2871 3907 4182 
4480: 1718 2292 2936 
4481: 317 593 1638 
4482: 2371 3021 3507 
4483: 1246 1278 3369 
4484: 646 1457 1916 
4485: 686 3444 4288 
4486: 2504 3604 4165 
4487: 3133 4247 4441 
4488: 24 36 3597 
4489: 691 807 3321 
4490: 3315 3402 4167 
4491: 369 1502 2954 
4492: 813 1742 3331 
4493: 463 1921 1968 
4494: 384 2218 2781 
4495: 2187 2488 3061 
4496: 2237 2542 2999 
4497: 1358 2924 2951 
4498: 2099 3005 4382 
4499: 309 926 2174 
4500: 949 2165 2204 
4501: 1329 1734 2827 
4502: 2513 2854 4267 
4503: 3773 4913 4620 
4504: 15 407 3885 
4505: 885 1320 2481 
4506: 1236 4424 4728 
4507: 1503 3447 4052 
4508: 197 1191 1744 
4509: 908 1093 2346 
4510: 936 1127 2841 
4511: 637 1138 1964 
4512: 314 518 1567 
4513: 696 2219 3313 
4514: 319 1210 2047 
4515: 1914 2690 3996 
4516: 2293 2651 2690 
4517: 375 409 3481 
4518: 3717 3864 4045 
4519: 4871 4841 4908 
4520: 992 1189 2602 
4521: 1565 2713 3003 
4522: 2273 2744 4288 
4523: 1809 3771 3885 
4524: 1816 4627 4800 
4525: 1641 4903 4833 
4526: 703 1166 3366 
4527: 1384 1925 1944 
4528: 1331 2213 4035 
4529: 2537 4188 4554 
4530: 677 2679 3219 
4531: 166 3106 3900 
4532: 1128 2965 3623 
4533: 253 1187 2196 
4534: 3340 3350 3612 
4535: 3355 3711 4412 
4536: 144 3455 3736 
4537: 1265 2498 4359 
4538: 1129 3033 4664 
4539: 4110 4159 4721 
4540: 618 988 2441 
4541: 431 2968 3097 
4542: 829 1526 1754 
4543: 2588 3689 4286 
4544: 1691 1845 2125 
4545: 1319 1605 2722 
4546: 273 1129 4366 
4547: 1529 1850 2268 
4548: 598 620 654 
4549: 3517 3661 3991 
4550: 416 904 2150 
4551: 2264 3924 4323 
4552: 3769 4862 4728 
4553: 2297 3089 3639 
4554: 3710 4189 4529 
4555: 4594 4680 4953 
4556: 190 630 3324 
4557: 107 442 1997 
4558: 274 971 2279 
4559: 511 2273 4681 
4560: 2676 4372 4424 
4561: 1169 2828 4211 
4562: 1347 2253 2887 
4563: 273 3174 3250 
4564: 242 276 1321 
4565: 874 2237 2768 
4566: 631 3718 4182 
4567: 48 2588 3332 
4568: 1048 2366 2788 
4569: 1883 2678 3928 
4570: 911 2510 4438 
4571: 3398 4596 4721 
4572: 2242 2827 4394 
4573: 793 2353 3556 
4574: 2399 2968 3580 
4575: 3414 3895 4917 
4576: 318 1192 3066 
4577: 530 2306 3288 
4578: 833 1949 1995 
4579: 2674 2888 4271 
4580: 1991 3124 3735 
4581: 2820 2954 4151 
4582: 771 2016 4049 
4583: 625 906 1047 
4584: 1316 1733 3205 
4585: 1332 2983 4862 
4586: 1728 3355 4385 
4587: 1488 2266 2767 
4588: 1697 1776 4262 
4589: 1210 1211 1862 
4590: 528 2004 3079 
4591: 2323 3333 4019 
4592: 3159 3248 3994 
4593: 1276 3176 3913 
4594: 2866 2951 4555 
4595: 115 333 517 
4596: 4238 4571 4736 
4597: 2074 2084 2891 
4598: 377 2402 2614 
4599: 1729 2811 3550 
4600: 316 2029 2050 
4601: 1057 2489 2570 
4602: 4042 4114 4139 
4603: 964 1557 3807 
4604: 1282 2775 3784 
4605: 1627 3771 4324 
4606: 131 1137 2082 
4607: 671 1814 2857 
4608: 1805 2193 2554 
4609: 400 832 4133 
4610: 2883 4947 4770 
4611: 1587 2522 4255 
4612: 138 867 2828 
4613: 640 1441 2872 
4614: 1428 1554 1790 
4615: 2021 2429 3749 
4616: 2983 3137 3921 
4617: 608 4018 4426 
4618: 594 2049 2541 
4619: 330 660 3038 
4620: 3234 4503 4911 
4621: 178 391 560 
4622: 808 3928 4191 
4623: 3061 3896 4298 
4624: 2749 3122 3782 
4625: 1122 1234 2438 
4626: 2045 3523 3732 
4627: 802 1748 4524 
4628: 1626 3152 3584 
4629: 89 599 2186 
4630: 1640 2744 4021 
4631: 1059 1864 3090 
4632: 1387 2710 3535 
4633: 1881 2160 3241 
4634: 98 3935 4159 
4635: 2420 3612 3889 
4636: 571 1825 2351 
4637: 1103 1974 3360 
4638: 312 923 1890 
4639: 872 3782 4200 
4640: 177 1548 4057 
4641: 287 1186 1742 
4642: 580 934 2081 
4643: 574 3547 3993 
4644: 858 3614 4724 
4645: 2347 3855 4008 
4646: 730 1671 2352 
4647: 2372 2980 3692 
4648: 786 1718 1806 
4649: 2772 2849 4449 
4650: 341 679 3553 
4651: 397 1538 2488 
4652: 2157 3936 4438 
4653: 147 551 3202 
4654: 1015 1580 3248 
4655: 4880 4958 4770 
4656: 1747 3031 3344 
4657: 1201 1637 1873 
4658: 2752 4029 4185 
4659: 772 967 1531 
4660: 524 1499 4856 
4661: 286 1480 4237 
4662: 2203 3750 4019 
4663: 2583 2707 2900 
4664: 1859 3986 4538 
4665: 515 1897 3514 
4666: 1190 3844 4019 
4667: 2134 3288 3389 
4668: 1731 1816 3105 
4669: 3299 4825 4869 
4670: 1577 3259 3516 
4671: 2100 3711 4052 
4672: 659 3832 4057 
4673: 1285 2540 3790 
4674: 2563 2924 4695 
4675: 237 1312 3319 
4676: 1918 2713 3140 
4677: 1095 2381 3829 
4678: 283 1760 4002 
4679: 2317 3577 3582 
4680: 1260 2189 4555 
4681: 3093 4559 4960 
4682: 147 1261 1427 
4683: 1966 3798 3847 
4684: 3 171 815 
4685: 1698 1904 2476 
4686: 20 1893 4091 
4687: 349 2604 3522 
4688: 959 3260 3370 
4689: 680 1971 4015 
4690: 1413 4715 4729 
4691: 197 2466 4775 
4692: 4324 4729 4816 
4693: 1060 4471 4856 
4694: 1319 1911 4050 
4695: 3957 4674 4820 
4696: 585 2960 3227 
4697: 40 1947 3537 
4698: 2142 2531 3004 
4699: 2504 3332 3442 
4700: 956 2178 3366 
4701: 392 443 4337 
4702: 4314 4748 4904 
4703: 2699 3236 4917 
4704: 488 3033 3803 
4705: 979 3323 4033 
4706: 1699 2733 4140 
4707: 3798 4447 4869 
4708: 504 2163 2986 
4709: 870 1088 4116 
4710: 674 2345 3442 
4711: 1771 3000 3613 
4712: 2290 2475 3271 
4713: 2710 3371 3658 
4714: 1906 2020 2767 
4715: 2741 4690 4829 
4716: 1790 3798 3808 
4717: 1527 2794 4898 
4718: 445 1868 2598 
4719: 1896 2615 3557 
4720: 2739 3149 4432 
4721: 484 4539 4571 
4722: 361 685 2405 
4723: 1786 2858 3699 
4724: 3714 4380 4644 
4725: 386 430 3379 
4726: 2861 3915 4784 
4727: 1674 2239 3133 
4728: 4506 4552 4804 
4729: 2617 4690 4692 
4730: 1647 3138 4781 
4731: 160 195 737 
4732: 157 2556 3618 
4733: 2732 3268 3517 
4734: 854 1130 2228 
4735: 267 2681 4368 
4736: 2223 2255 4596 
4737: 518 843 2136 
4738: 378 3095 3359 
4739: 2683 3062 4348 
4740: 948 2084 4752 
4741: 749 1216 1733 
4742: 1848 3635 3975 
4743: 82 671 2251 
4744: 885 1907 2326 
4745: 385 2182 2582 
4746: 1588 2915 4139 
4747: 310 2935 4966 
4748: 3039 4702 4845 
4749: 728 734 3311 
4750: 2484 2628 3105 
4751: 465 1172 1205 
4752: 403 966 4740 
4753: 8 835 2015 
4754: 474 996 3512 
4755: 758 3574 4114 
4756: 772 1471 2017 
4757: 314 615 2788 
4758: 1294 2055 2126 
4759: 280 1814 2373 
4760: 1247 1713 1851 
4761: 194 552 1399 
4762: 70 998 3556 
4763: 699 2515 4963 
4764: 1541 1783 4455 
4765: 20 3166 4077 
4766: 135 199 714 
4767: 2406 2853 3983 
4768: 859 1229 2936 
4769: 1120 1296 1442 
4770: 4043 4610 4655 
4771: 3257 4187 4871 
4772: 1685 3421 4139 
4773: 581 3917 4365 
4774: 1840 2832 3552 
4775: 1425 3847 4691 
4776: 386 2030 2417 
4777: 1163 1253 1458 
4778: 1821 3996 4397 
4779: 130 1753 3459 
4780: 1262 1634 2580 
4781: 2753 4730 4798 
4782: 134 233 2044 
4783: 2575 4017 4082 
4784: 1847 4197 4726 
4785: 2989 3521 3749 
4786: 1486 3854 4905 
4787: 798 1332 3358 
4788: 623 1053 3099 
4789: 42 218 567 
4790: 1505 3487 4871 
4791: 655 3867 4444 
4792: 138 496 920 
4793: 188 223 1169 
4794: 2555 3115 4457 
4795: 1779 3985 4906 
4796: 206 1093 2212 
4797: 937 1436 2373 
4798: 2477 4088 4781 
4799: 2723 3424 3852 
4800: 3062 4524 4892 
4801: 1978 3715 4145 
4802: 2014 2429 2997 
4803: 110 1975 4192 
4804: 4239 4728 4842 
4805: 3292 3411 4909 
4806: 3066 3948 4441 
4807: 131 2666 3002 
4808: 1336 4425 4963 
4809: 1519 2482 4158 
4810: 534 1048 1696 
4811: 792 3397 3655 
4812: 3148 3211 3906 
4813: 916 3656 3872 
4814: 238 957 3078 
4815: 2497 3270 3521 
4816: 2314 4457 4692 
4817: 1059 3972 3982 
4818: 946 3413 4445 
4819: 2298 3268 3642 
4820: 2210 3827 4695 
4821: 506 1104 2179 
4822: 38 3807 4122 
4823: 118 460 531 
4824: 825 1784 3160 
4825: 46 1826 4669 
4826: 576 2871 3127 
4827: 1229 2176 2623 
4828: 470 895 4241 
4829: 4044 4183 4715 
4830: 34 3526 4238 
4831: 446 758 765 
4832: 2022 2059 3097 
4833: 3342 4286 4525 
4834: 607 3516 3881 
4835: 233 2374 3577 
4836: 811 854 1633 
4837: 1837 2154 2336 
4838: 833 3824 4255 
4839: 339 1648 2067 
4840: 603 1855 2484 
4841: 3799 4463 4519 
4842: 260 2316 4804 
4843: 1712 2454 4042 
4844: 668 2126 3341 
4845: 3909 4748 4908 
4846: 750 2416 2951 
4847: 3369 3678 4453 
4848: 2709 2826 2956 
4849: 744 1188 1777 
4850: 694 2980 4202 
4851: 2661 3083 4202 
4852: 800 862 939 
4853: 1876 2939 3291 
4854: 1294 2279 2600 
4855: 1104 1110 1120 
4856: 4134 4660 4693 
4857: 2729 3698 3842 
4858: 290 1474 1698 
4859: 3202 4275 4449 
4860: 133 3685 4081 
4861: 1687 2024 2977 
4862: 4552 4585 4897 
4863: 140 320 1185 
4864: 801 2890 2914 
4865: 2107 4454 4456 
4866: 2159 2286 2777 
4867: 738 1181 2977 
4868: 1185 2097 2538 
4869: 3128 4669 4707 
4870: 3179 4306 4380 
4871: 4519 4771 4790 
4872: 1523 1694 2929 
4873: 1382 2853 3662 
4874: 3466 4359 4890 
4875: 1011 2450 3811 
4876: 889 1024 1907 
4877: 1140 3089 3944 
4878: 4083 4220 4399 
4879: 1211 2902 3243 
4880: 3770 4464 4655 
4881: 3803 3859 3867 
4882: 1709 2778 4142 
4883: 420 1954 2050 
4884: 250 729 3176 
4885: 1918 3917 4167 
4886: 1888 2007 3265 
4887: 1162 2873 4266 
4888: 2383 2493 3314 
4889: 119 818 1890 
4890: 3571 4874 4957 
4891: 1417 3742 3872 
4892: 2129 4800 4995 
4893: 450 2258 3353 
4894: 1397 1490 3272 
4895: 674 2331 2695 
4896: 378 920 2427 
4897: 2955 4224 4862 
4898: 2313 2581 4717 
4899: 4265 4359 4453 
4900: 54 1347 3646 
4901: 1735 2423 2973 
4902: 568 2455 2831 
4903: 3935 4291 4525 
4904: 1592 3476 4702 
4905: 2333 4229 4786 
4906: 863 3135 4795 
4907: 656 682 2676 
4908: 1588 4519 4845 
4909: 4314 4394 4805 
4910: 634 4323 4401 
4911: 160 4322 4620 
4912: 1683 3190 3522 
4913: 841 2222 4503 
4914: 876 2101 3222 
4915: 1433 1928 2320 
4916: 498 1749 3575 
4917: 3235 4575 4703 
4918: 366 2148 2634 
4919: 1142 1203 1843 
4920: 1979 2926 3073 
4921: 38 741 4257 
4922: 1558 2986 3776 
4923: 1398 3855 3978 
4924: 1017 3949 3997 
4925: 3633 4286 4330 
4926: 483 597 1744 
4927: 1288 1596 1980 
4928: 539 1486 3367 
4929: 1137 4137 4220 
4930: 2142 2630 2927 
4931: 1668 3171 3378 
4932: 2010 2030 2222 
4933: 1990 2962 3742 
4934: 3951 4080 4137 
4935: 2182 2446 3316 
4936: 3478 3733 3857 
4937: 1646 2805 3015 
4938: 345 1187 1613 
4939: 3279 4114 4423 
4940: 766 1203 2001 
4941: 891 2622 3693 
4942: 1856 2380 2400 
4943: 1707 1721 2049 
4944: 1082 4361 4463 
4945: 47 2028 2373 
4946: 2523 3009 3593 
4947: 3975 4042 4610 
4948: 496 1470 3016 
4949: 9 1527 3818 
4950: 715 2388 2891 
4951: 322 430 881 
4952: 211 1000 1762 
4953: 196 1362 4555 
4954: 434 1094 1341 
4955: 1006 1686 1877 
4956: 1835 3296 3804 
4957: 4890 4998 4966 
4958: 2074 4334 4655 
4959: 1527 2044 3609 
4960: 1412 3247 4681 
4961: 1079 3629 4014 
4962: 1337 1820 2090 
4963: 4763 4808 4998 
4964: 1206 1726 1755 
4965: 2060 3093 3962 
4966: 290 4747 4957 
4967: 804 1901 3765 
4968: 557 645 1867 
4969: 2322 3432 4070 
4970: 24 2348 3176 
4971: 1135 2360 3288 
4972: 2014 2514 3143 
4973: 1671 3125 3682 
4974: 268 1227 1570 
4975: 162 219 712 
4976: 3010 3197 3489 
4977: 118 2425 2453 
4978: 650 2091 2649 
4979: 1656 2150 2209 
4980: 2414 3015 3876 
4981: 1271 1438 1612 
4982: 3150 3832 4140 
4983: 1665 1669 1672 
4984: 2941 3107 3246 
4985: 2355 3566 4382 
4986: 213 360 1254 
4987: 1379 1558 2154 
4988: 889 3344 3854 
4989: 2801 3793 3927 
4990: 7 1242 2098 
4991: 1563 1647 2006 
4992: 28 1807 4247 
4993: 1442 1975 2796 
4994: 477 1154 1636 
4995: 460 1410 4892 
4996: 1589 2714 3861 
4997: 2000 2200 2743 
4998: 2801 4957 4963 
4999: 1506 2220 3209 
